Image,Id,exists,valid,error,width,height,mode,needs_rgb_conversion
01e878aad.jpg,w_d0bfef3,True,True,,1050,600,RGB,False
01ec3759e.jpg,new_whale,True,True,,1050,700,RGB,False
01eee7676.jpg,new_whale,True,True,,1050,700,RGB,False
01f58bda4.jpg,w_d4211d9,True,True,,1050,450,RGB,False
01f5b5205.jpg,w_59052ad,True,True,,1050,255,RGB,False
01f66ca26.jpg,new_whale,True,True,,1000,667,RGB,False
01f6f8d04.jpg,w_0513962,True,True,,1050,447,RGB,False
01f84aa6f.jpg,new_whale,True,True,,1050,425,RGB,False
0202d2a08.jpg,new_whale,True,True,,1050,560,RGB,False
0202dfb29.jpg,w_05b4b0c,True,True,,503,257,RGB,False
0206722e5.jpg,w_5833b3d,True,True,,889,455,RGB,False
020ab0f9b.jpg,w_e08506c,True,True,,1050,558,RGB,False
02156d140.jpg,w_5bac7bb,True,True,,1050,701,RGB,False
0215715b6.jpg,w_b5c90a5,True,True,,1050,700,RGB,False
021a49e25.jpg,new_whale,True,True,,996,664,RGB,False
021cf0d46.jpg,new_whale,True,True,,1050,600,L,True
021d8cc07.jpg,new_whale,True,True,,492,328,RGB,False
0222d7746.jpg,w_1ca9ab1,True,True,,1050,352,RGB,False
0223b6a5c.jpg,new_whale,True,True,,2700,526,L,True
022462179.jpg,new_whale,True,True,,1050,600,L,True
0225391f4.jpg,w_8d0d921,True,True,,1050,362,RGB,False
02270be38.jpg,new_whale,True,True,,1050,323,RGB,False
02272f684.jpg,w_7e579dd,True,True,,1050,700,RGB,False
0227a97f7.jpg,w_488865e,True,True,,1050,700,RGB,False
022b803eb.jpg,w_1ca9ab1,True,True,,1050,600,RGB,False
023349526.jpg,new_whale,True,True,,1050,200,RGB,False
0234be323.jpg,w_8b8dca8,True,True,,939,304,RGB,False
023b99fbe.jpg,w_f0fe284,True,True,,641,305,RGB,False
023c3947f.jpg,w_f459442,True,True,,1050,694,RGB,False
023dc5c36.jpg,w_0a155b9,True,True,,1050,383,RGB,False
023f72c08.jpg,w_f0eddab,True,True,,1050,700,RGB,False
0242534d4.jpg,new_whale,True,True,,1050,457,RGB,False
024a7136d.jpg,w_e04d084,True,True,,1050,525,RGB,False
02518df7d.jpg,new_whale,True,True,,671,383,RGB,False
0253d946f.jpg,w_f6b8ccb,True,True,,1050,413,RGB,False
025407c89.jpg,w_7038727,True,True,,1050,600,RGB,False
02545618c.jpg,w_13250ab,True,True,,1050,275,RGB,False
02564ae05.jpg,w_4214909,True,True,,1050,700,RGB,False
02568e465.jpg,w_26e4f44,True,True,,1050,754,RGB,False
025738f80.jpg,w_4c614f3,True,True,,1050,281,RGB,False
02583af93.jpg,w_73282ec,True,True,,1050,700,RGB,False
0258983a9.jpg,w_d6f0be4,True,True,,1050,700,RGB,False
025c1eb28.jpg,w_cf31c86,True,True,,1050,345,RGB,False
025d86fa4.jpg,w_2964e0b,True,True,,1050,700,RGB,False
025ea05b4.jpg,w_90c9763,True,True,,1050,700,RGB,False
0260984e4.jpg,w_c379d78,True,True,,1050,449,RGB,False
026345181.jpg,w_2e4af64,True,True,,1050,700,RGB,False
0264bd4b5.jpg,new_whale,True,True,,1050,700,RGB,False
0268c74a5.jpg,new_whale,True,True,,982,487,RGB,False
026cf2c73.jpg,w_1423c1f,True,True,,1050,701,RGB,False
0270cd806.jpg,w_5065c2b,True,True,,1800,700,L,True
02773908c.jpg,new_whale,True,True,,700,450,L,True
027988cef.jpg,w_8507818,True,True,,907,194,RGB,False
027af9390.jpg,w_1d0830e,True,True,,1800,700,L,True
027ec5a1d.jpg,new_whale,True,True,,1050,564,RGB,False
027f1594f.jpg,w_072f593,True,True,,792,529,RGB,False
02810b9d1.jpg,new_whale,True,True,,1050,707,RGB,False
028331a47.jpg,new_whale,True,True,,1050,245,RGB,False
028bbb7af.jpg,w_0189b6d,True,True,,1050,405,RGB,False
028c4bfde.jpg,w_ee2326a,True,True,,257,146,RGB,False
028e0f415.jpg,w_f276da3,True,True,,1050,838,RGB,False
028e9f24d.jpg,w_2b47174,True,True,,1050,450,RGB,False
028f11c08.jpg,w_55e0064,True,True,,1050,700,RGB,False
028f7081a.jpg,w_b70c09f,True,True,,1050,525,RGB,False
02909535e.jpg,w_1ca9ab1,True,True,,1050,450,RGB,False
02910a130.jpg,new_whale,True,True,,1050,486,RGB,False
029449f85.jpg,w_ed1df50,True,True,,1050,700,RGB,False
02a34f2bd.jpg,w_91037a7,True,True,,1050,347,RGB,False
02a5af887.jpg,new_whale,True,True,,1050,750,L,True
02a7e1f6c.jpg,w_c8d5ad5,True,True,,1050,562,RGB,False
02af3a9d9.jpg,new_whale,True,True,,1050,600,L,True
02b0efd14.jpg,new_whale,True,True,,858,490,RGB,False
02b19e5f2.jpg,w_d72771c,True,True,,1050,506,RGB,False
02b2550cb.jpg,w_b3196aa,True,True,,1050,216,RGB,False
02b32cd35.jpg,w_fd9d727,True,True,,694,297,RGB,False
02b4351c8.jpg,w_51e7506,True,True,,1050,337,RGB,False
02bce1dd2.jpg,w_e47e686,True,True,,1050,408,RGB,False
02bceb4f3.jpg,w_5f20f03,True,True,,882,382,RGB,False
02bdec750.jpg,w_23a388d,True,True,,1050,551,RGB,False
02be719b7.jpg,w_329c19c,True,True,,1050,346,RGB,False
02beb151f.jpg,w_83869d3,True,True,,357,171,RGB,False
02c0b227e.jpg,w_d405854,True,True,,1050,379,RGB,False
02c389bcb.jpg,new_whale,True,True,,1050,772,RGB,False
02c47bf28.jpg,w_2f5caa9,True,True,,1050,600,L,True
02c8a71de.jpg,new_whale,True,True,,1050,600,RGB,False
02ca9b585.jpg,new_whale,True,True,,1050,546,RGB,False
02d191488.jpg,w_e42007e,True,True,,1050,525,RGB,False
02d2a38ed.jpg,w_4ff2f4a,True,True,,1050,355,RGB,False
02d30c6e4.jpg,w_10eece8,True,True,,700,500,L,True
02d6d1623.jpg,new_whale,True,True,,1050,291,RGB,False
02d79a2aa.jpg,w_b3cde16,True,True,,1050,322,RGB,False
02d8c4c99.jpg,new_whale,True,True,,630,405,L,True
02dc197e1.jpg,new_whale,True,True,,1050,700,RGB,False
02deeee20.jpg,w_9573686,True,True,,1050,700,RGB,False
02df5693e.jpg,new_whale,True,True,,1050,600,RGB,False
02dfe3c04.jpg,new_whale,True,True,,1050,791,RGB,False
02e548fa4.jpg,new_whale,True,True,,1050,700,RGB,False
02e5c6e80.jpg,w_cda3971,True,True,,1050,380,RGB,False
02e7b200c.jpg,w_0bd39c1,True,True,,1050,296,RGB,False
02ec01c0d.jpg,new_whale,True,True,,1050,600,L,True
02f250971.jpg,w_23a388d,True,True,,1050,600,RGB,False
02f402c31.jpg,w_4175cb7,True,True,,1050,525,RGB,False
02fa23b44.jpg,w_065ee1b,True,True,,1050,441,RGB,False
02fafd711.jpg,w_3f7d5f5,True,True,,1050,591,RGB,False
02fc410b6.jpg,new_whale,True,True,,1050,525,RGB,False
02fcd7f7c.jpg,new_whale,True,True,,1050,450,RGB,False
02fd77da4.jpg,w_715ceba,True,True,,1050,700,RGB,False
02fe15b8b.jpg,w_c144f80,True,True,,877,376,RGB,False
02fec85d6.jpg,new_whale,True,True,,498,172,RGB,False
0301ca72f.jpg,w_025911c,True,True,,1800,700,L,True
0304d1ea3.jpg,new_whale,True,True,,1050,525,RGB,False
03056d2b8.jpg,w_bc677de,True,True,,1050,200,RGB,False
030628f8b.jpg,w_8b1f4be,True,True,,1050,700,RGB,False
0317a4ff9.jpg,new_whale,True,True,,714,306,RGB,False
03197f2f8.jpg,w_f7d8d22,True,True,,1050,314,RGB,False
031b230c7.jpg,new_whale,True,True,,1050,717,RGB,False
031b653a2.jpg,w_760c469,True,True,,1050,397,RGB,False
031b6c2c4.jpg,w_bc285a6,True,True,,1050,336,RGB,False
031e19510.jpg,new_whale,True,True,,699,500,L,True
031e2f2e0.jpg,w_0b1e4a6,True,True,,1050,284,RGB,False
031e52425.jpg,w_814a1cc,True,True,,1050,728,RGB,False
0323e79ed.jpg,w_89f521e,True,True,,1050,348,RGB,False
03282d26c.jpg,w_ce4d993,True,True,,879,584,RGB,False
032adbd21.jpg,new_whale,True,True,,1050,700,RGB,False
032dbd3ae.jpg,new_whale,True,True,,700,500,L,True
032dce04c.jpg,new_whale,True,True,,1374,457,L,True
032fac6b9.jpg,new_whale,True,True,,1050,377,RGB,False
03325fea5.jpg,w_65dadc8,True,True,,1050,414,RGB,False
03339507c.jpg,w_b8a7ee7,True,True,,1050,700,RGB,False
0334cf98b.jpg,w_9cc2c36,True,True,,604,345,RGB,False
033734195.jpg,new_whale,True,True,,1050,819,RGB,False
0338c2abc.jpg,new_whale,True,True,,1023,512,RGB,False
03398a6cc.jpg,w_23e1d57,True,True,,1050,700,RGB,False
033cf66cb.jpg,w_ce67c4c,True,True,,1050,637,RGB,False
034176bf3.jpg,w_f8c22dc,True,True,,1050,411,RGB,False
0341a18ba.jpg,w_3f22dc6,True,True,,1050,933,RGB,False
0346bbbe9.jpg,w_dee1053,True,True,,784,361,RGB,False
03471c92a.jpg,w_9af432a,True,True,,1050,712,RGB,False
0347973a7.jpg,w_bb2c919,True,True,,1050,700,RGB,False
034b31ef4.jpg,w_6c09f7f,True,True,,1050,396,RGB,False
034e5fe12.jpg,w_cbb15d2,True,True,,1050,600,RGB,False
035159746.jpg,w_ae53e45,True,True,,1050,487,RGB,False
035558cb4.jpg,w_0cfdaa5,True,True,,1050,600,RGB,False
03563996a.jpg,w_91cc02c,True,True,,1050,379,RGB,False
0356860be.jpg,new_whale,True,True,,1050,362,RGB,False
035917e70.jpg,w_d006897,True,True,,879,584,RGB,False
035b5bdb8.jpg,w_8443156,True,True,,1050,754,RGB,False
035cc12f2.jpg,w_edf43c1,True,True,,1050,725,RGB,False
035ce8d51.jpg,new_whale,True,True,,1500,735,L,True
035d683ef.jpg,new_whale,True,True,,824,549,RGB,False
036ff6457.jpg,w_328e490,True,True,,978,558,RGB,False
0370090ac.jpg,w_d240f68,True,True,,1050,450,RGB,False
03736acc1.jpg,new_whale,True,True,,1050,700,RGB,False
03776d685.jpg,w_0b398b2,True,True,,1050,700,RGB,False
0378f59b5.jpg,new_whale,True,True,,1050,600,L,True
037ce9282.jpg,w_f1d2902,True,True,,1050,747,RGB,False
037d3d4f7.jpg,w_ec4299b,True,True,,1008,672,RGB,False
037efd0e5.jpg,new_whale,True,True,,1050,450,RGB,False
0385abcf6.jpg,new_whale,True,True,,525,301,RGB,False
0387e6dd7.jpg,new_whale,True,True,,1050,700,RGB,False
038b08ba9.jpg,w_78bfd01,True,True,,893,510,RGB,False
038b50a77.jpg,w_31d1d50,True,True,,1050,700,RGB,False
038b5f3f3.jpg,w_a32898d,True,True,,1050,698,RGB,False
038c165c5.jpg,new_whale,True,True,,700,500,L,True
038e52f8d.jpg,new_whale,True,True,,1000,667,RGB,False
038f6e50f.jpg,new_whale,True,True,,1050,600,L,True
038ffb4ad.jpg,w_dfbf100,True,True,,700,500,L,True
03908edc8.jpg,w_8da30ad,True,True,,1050,345,RGB,False
0392690b8.jpg,new_whale,True,True,,1050,701,RGB,False
039533860.jpg,new_whale,True,True,,1050,600,L,True
039739a4b.jpg,w_7e9ae57,True,True,,1050,591,RGB,False
03976ceda.jpg,new_whale,True,True,,868,496,RGB,False
039916998.jpg,new_whale,True,True,,978,560,L,True
039bcc0f7.jpg,new_whale,True,True,,1050,449,RGB,False
039fcf391.jpg,w_691f2f6,True,True,,1050,868,RGB,False
03a224d12.jpg,w_5650932,True,True,,1050,591,RGB,False
03a40c773.jpg,w_ac2df91,True,True,,1050,700,RGB,False
03a5587fe.jpg,w_ac26398,True,True,,1050,701,RGB,False
03acedeac.jpg,w_f70c302,True,True,,640,228,RGB,False
03b0bd5dd.jpg,w_fa7cd91,True,True,,1050,564,RGB,False
03b6593e9.jpg,w_23a388d,True,True,,985,422,RGB,False
03b7870be.jpg,new_whale,True,True,,700,500,L,True
03b82f755.jpg,new_whale,True,True,,1050,428,RGB,False
03b9e3dea.jpg,new_whale,True,True,,1042,521,RGB,False
03bb5b068.jpg,w_6c0cdb1,True,True,,1050,700,RGB,False
03bb68e77.jpg,w_68c4ecf,True,True,,1050,600,RGB,False
03be3723c.jpg,w_00b3dc2,True,True,,1050,450,RGB,False
03bfcbcf4.jpg,w_62e16d6,True,True,,1050,700,RGB,False
03c70fa51.jpg,new_whale,True,True,,1050,450,RGB,False
03c7a583e.jpg,w_f2f7550,True,True,,1050,253,RGB,False
03cd2ba51.jpg,new_whale,True,True,,1000,652,RGB,False
03d0be3ab.jpg,w_4dac709,True,True,,1050,700,RGB,False
03d41255d.jpg,new_whale,True,True,,1050,600,RGB,False
03d494223.jpg,new_whale,True,True,,1044,440,RGB,False
03d6acf15.jpg,new_whale,True,True,,1050,654,RGB,False
03dcf5c8e.jpg,new_whale,True,True,,700,500,L,True
03e23d88f.jpg,w_234713b,True,True,,1800,700,L,True
03e3599f3.jpg,new_whale,True,True,,1050,525,RGB,False
03e562e8f.jpg,new_whale,True,True,,879,584,RGB,False
03ef29298.jpg,w_a87ec7e,True,True,,1050,701,RGB,False
03ef35d6e.jpg,w_e0a42ad,True,True,,1050,771,RGB,False
03efb0fdb.jpg,w_178144f,True,True,,661,249,RGB,False
03f0758d8.jpg,new_whale,True,True,,541,309,RGB,False
03f1f348e.jpg,w_d6907f5,True,True,,1050,725,RGB,False
03f4675ff.jpg,new_whale,True,True,,1050,700,RGB,False
03f49a3b3.jpg,new_whale,True,True,,1050,600,L,True
03fa69c40.jpg,w_0e7ec27,True,True,,700,401,L,True
040270cba.jpg,w_daeba33,True,True,,1050,767,RGB,False
0402f7a49.jpg,w_b1461a9,True,True,,1050,423,RGB,False
04066a98e.jpg,new_whale,True,True,,1050,600,L,True
0407436a4.jpg,new_whale,True,True,,1050,415,L,True
04094ac0b.jpg,w_68ed1f9,True,True,,1050,695,RGB,False
0409c48d7.jpg,w_78e229f,True,True,,504,288,RGB,False
040ce705a.jpg,new_whale,True,True,,1050,700,RGB,False
040d790e5.jpg,w_302799d,True,True,,1050,450,RGB,False
040da527c.jpg,w_564a34b,True,True,,1050,750,RGB,False
04153ce6d.jpg,w_66e3287,True,True,,1050,700,RGB,False
0415a291e.jpg,w_99af1a9,True,True,,1050,360,RGB,False
041724be8.jpg,new_whale,True,True,,1050,600,L,True
041c117be.jpg,w_4690940,True,True,,854,488,RGB,False
041e3d502.jpg,new_whale,True,True,,474,316,RGB,False
042870651.jpg,w_85b252c,True,True,,900,600,RGB,False
042a3d0b3.jpg,w_a9304b9,True,True,,1050,700,RGB,False
042c4e1a4.jpg,new_whale,True,True,,1050,808,RGB,False
042caa5be.jpg,new_whale,True,True,,1050,700,RGB,False
043029c07.jpg,w_66b4513,True,True,,1050,700,RGB,False
0434082ad.jpg,new_whale,True,True,,914,457,RGB,False
0434a290d.jpg,w_b4396ae,True,True,,1050,263,RGB,False
0435d5d4b.jpg,w_fdc6e6d,True,True,,1050,387,RGB,False
